arm,target,split_seed,criterion,layer,probe,hg_kind,r2,within_r2,concordance,top1,regret_norm_mean,kendall_tau,val_score,n_params,date,phase,output_path
MDLM_anc,A_pertok,0,within_r2,6,P8_ranknet_cheap_hidden,hg,0.2726182285303207,0.4613990258878954,0.7698888888888888,0.4216666666666667,0.16328062496037582,0.5397777777777777,0.45438979791671064,91649,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json
MDLM_anc,A_pertok,0,within_r2,6,P9_list_hidden,hg,0.2643959634393629,0.48966281738296336,0.7602222222222222,0.40166666666666667,0.17872353535711427,0.5204444444444444,0.489491250710109,45825,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json
MDLM_anc,A_pertok,0,within_r2,6,P9_list_cheap,hg,0.34816920538513807,0.5548432227527313,0.7816666666666666,0.44166666666666665,0.15612191263607803,0.5633333333333334,0.5589998479243674,13057,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json
MDLM_anc,A_pertok,0,within_r2,6,P13_pls,hg,0.25607600722218515,0.16237231260438045,0.6316666666666667,0.26666666666666666,0.2787389803270584,0.2633333333333333,0.18137040344659572,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L6.json
MDLM_anc,A_pertok,0,within_r2,9,P0_cheap,hg,0.5166937701699063,0.5594392852814021,0.7785555555555556,0.41333333333333333,0.1593822761290729,0.5571111111111111,0.5503232036011703,101,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P0_hi,hg,0.2174322801967571,0.14524688999401325,0.6274444444444445,0.28,0.27785632816784755,0.2548888888888889,0.11084855584836228,769,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P0_hg,hg,-1.0060077892712704,0.0,0.5,0.15166666666666667,0.5055533549805754,nan,0.0,769,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P0_hi_hg,hg,0.30512845851139525,0.21632804534739747,0.6576666666666666,0.29333333333333333,0.26006462448302214,0.3153333333333333,0.21487741964127682,1537,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P0_cheap+hi,hg,0.5310248169963607,0.5658869442582581,0.7794444444444445,0.44,0.14917133548059722,0.5588888888888889,0.5568801329627067,869,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P0_cheap+H,hg,0.5661830257583085,0.5833038842341031,0.7873333333333333,0.445,0.1453345101237503,0.5746666666666665,0.574104624114823,1637,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r2,hg,0.482393374359121,0.4981922017053376,0.7614444444444445,0.42833333333333334,0.16937061066302683,0.5228888888888888,0.518602176324906,872,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r4,hg,0.3815199107794176,0.46520617784724816,0.7478888888888889,0.41333333333333333,0.1788567246787745,0.4957777777777778,0.4574657793062451,1384,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r8,hg,0.31606019439521804,0.3466392853237442,0.73,0.38,0.2083714681874489,0.46,0.3693114079020662,2408,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r16,hg,-0.00046137859100947587,0.021756434009307046,0.6853333333333333,0.3333333333333333,0.23540923127803937,0.3706666666666667,0.10652992255521487,4456,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r32,hg,-0.8421494427304346,-0.8631732950896616,0.6436666666666667,0.305,0.27117337507041167,0.2873333333333333,-0.7728554641593985,8552,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r64,hg,-6.102970006034575,-6.4140040431314,0.5631111111111111,0.24,0.3599793988059038,0.12622222222222224,-5.464051449491629,16744,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_best,hg,0.482393374359121,0.4981922017053376,0.7614444444444445,0.42833333333333334,0.16937061066302683,0.5228888888888888,0.518602176324906,872,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2_bilinear_r1,hg,0.49695664756493674,0.5322553959936649,0.7717777777777778,0.45,0.1515147401088239,0.5435555555555556,0.522800582369309,616,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_kron_d16,hg,0.5435426144149631,0.5690238374339742,0.7814444444444445,0.41,0.15181810601001303,0.5628888888888889,0.5614754233550397,389,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_kroneOnly_d16,hg,0.521118263348398,0.5629661702494132,0.7785555555555556,0.41833333333333333,0.15260990560601517,0.5571111111111111,0.5553385549044205,357,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_additive_d16,hg,0.5606773506064271,0.5809578641051192,0.7895555555555556,0.45666666666666667,0.14053579147106898,0.579111111111111,0.5720654986626175,133,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_kron_wc_d16,hg,,0.5601132059046756,0.7872222222222223,0.405,0.15846138176293995,0.5744444444444444,0.5513293678532123,389,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_additive_wc_d16,hg,,0.5671449425579982,0.7878888888888889,0.43,0.15120918891584348,0.5757777777777777,0.5580237350544883,133,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_kron_d32,hg,0.5333400374732568,0.5645371555800103,0.7808888888888889,0.44,0.15025645787858846,0.5617777777777777,0.5591496900318733,1189,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_kroneOnly_d32,hg,0.5215259741035612,0.5629877957272225,0.7788888888888889,0.425,0.15564109802491524,0.5577777777777777,0.5558617452562091,1125,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_additive_d32,hg,0.5598381155342216,0.5809401855392722,0.7902222222222223,0.4716666666666667,0.13478575487721647,0.5804444444444444,0.5703290109699448,165,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_kron_wc_d32,hg,,0.5572509398936842,0.7843333333333333,0.44666666666666666,0.15198617298812173,0.5686666666666665,0.5513897061267257,1189,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P2k_additive_wc_d32,hg,,0.567657667348074,0.7906666666666666,0.43833333333333335,0.1488684825412369,0.5813333333333333,0.5586864510184909,165,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P3_film,hg,0.4023587892247962,0.48884046860284847,0.7628888888888888,0.4216666666666667,0.1630309095488721,0.5257777777777778,0.47354250708287526,25255,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P4_relmlp_w128,hg,0.4696880095656043,0.48006917605524746,0.7538888888888889,0.40166666666666667,0.18387175973626926,0.5077777777777777,0.47840614000405257,94977,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P4_relmlp_w512,hg,0.48858018934150627,0.5020673387498333,0.7635555555555555,0.4116666666666667,0.16643491879986427,0.5271111111111111,0.49594972742505783,379905,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P4_cheaponly_mlp,hg,0.5160207928036877,0.5666886317465598,0.7768888888888889,0.42333333333333334,0.1556488050974627,0.5537777777777777,0.5620894942870345,52225,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_rff_g0.1,hg,0.5175612096173927,0.541908609645447,0.7714444444444445,0.43833333333333335,0.15829788779176782,0.5428888888888889,0.5413213413607858,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_rff_cheaponly_g0.1,hg,0.5124329434456318,0.5534966842588962,0.7777777777777778,0.43,0.1541146711390958,0.5555555555555555,0.5440919513233471,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_rff_g1,hg,0.4254541278525854,0.4391146591704784,0.7463333333333333,0.38333333333333336,0.19425257107375926,0.4926666666666667,0.4572571373179315,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_rff_cheaponly_g1,hg,0.4715620887555567,0.5027810258548586,0.7583333333333333,0.42,0.16262726253182766,0.5166666666666667,0.508182482927134,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_rff_g10,hg,-0.0036079073142154527,0.00029516657784645073,0.5176666666666667,0.16666666666666666,0.4468710216460276,0.035333333333333335,0.0004992225711037968,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_rff_cheaponly_g10,hg,0.003961559414905835,0.011363239221250154,0.5293333333333333,0.18166666666666667,0.42697027125563003,0.05866666666666667,0.023028592422593697,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_poly2,hg,0.49848119345634734,0.5147774007155702,0.7585555555555555,0.4083333333333333,0.1777329222892488,0.5171111111111111,0.5260139993424706,11175,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P5_poly2_cheaponly,hg,0.49893534492004665,0.5279216343535813,0.7628888888888888,0.41333333333333333,0.1655145249064625,0.5257777777777778,0.5340729495614938,5151,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P6_boost,hg,0.5534638313432355,0.5722115954099315,0.7814444444444445,0.425,0.15955973667994416,0.5628888888888889,0.5609699601398451,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P6_boost_cheaponly,hg,0.5222140602537966,0.5630281578694545,0.7771111111111111,0.415,0.16527607281469933,0.5542222222222222,0.551144201145028,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P7k_pair_kron_d32,hg,0.005396112866148606,0.05905525890449326,0.6,0.255,0.32969099232335947,0.2,0.06240928733457041,1057,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P7k_pair_hi_d32,hg,0.01543041388389288,0.10169265350985257,0.6365555555555555,0.2866666666666667,0.27796696754027694,0.27311111111111114,0.105804787914768,33,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P7_pair_hi,hg,0.0753607506072177,0.15389610115881502,0.6457777777777778,0.275,0.2808921153279949,0.29155555555555557,0.1420605826044411,129,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P7_pair_hi_x_hg,hg,0.05705088372860201,0.12571542748313091,0.636,0.26666666666666666,0.2857551520019772,0.27199999999999996,0.11793901805221463,257,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P8_ranknet_cand,hg,0.09465991022433895,0.17264678170076864,0.6494444444444445,0.295,0.26944193514508746,0.29888888888888887,0.15287472162752958,33281,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P8_ranknet_cand_state,hg,0.10100834060137509,0.1604862242474394,0.6478888888888888,0.275,0.276192709470587,0.29577777777777775,0.144051534972377,66049,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P8_ranknet_cheap,hg,0.2904115802663574,0.5282326136461247,0.7851111111111111,0.45,0.1490043324239524,0.5702222222222221,0.5227448423589754,26113,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P8_ranknet_cheap_hidden,hg,0.2869730226617355,0.471316343507452,0.77,0.43166666666666664,0.1558646718160183,0.54,0.44984465346232905,91649,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P9_list_hidden,hg,0.2487152632863434,0.48484792319306225,0.761,0.42,0.17098064415244735,0.522,0.48489685199678534,45825,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P9_list_cheap,hg,0.34816920538513807,0.5548432227527313,0.7816666666666666,0.44166666666666665,0.15612191263607803,0.5633333333333334,0.5589998479243674,13057,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,9,P13_pls,hg,0.28328741542194913,0.2011679758112913,0.6467777777777778,0.275,0.2824487330647134,0.29355555555555557,0.19885947230102896,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L9.json
MDLM_anc,A_pertok,0,within_r2,11,P0_cheap,hg,0.5166937701699063,0.5594392852814021,0.7785555555555556,0.41333333333333333,0.1593822761290729,0.5571111111111111,0.5503232036011703,101,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P0_hi,hg,0.17308853734145413,0.11530918001049528,0.6268888888888889,0.28833333333333333,0.2772040302526516,0.25377777777777777,0.10691931292452639,769,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P0_hg,hg,-1.5133094974131853,0.0,0.5,0.15166666666666667,0.5055533549805754,nan,0.0,769,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P0_hi_hg,hg,0.2720665241114131,0.19920252866588362,0.6501111111111111,0.2816666666666667,0.26705563107206765,0.3002222222222222,0.22075259398918756,1537,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P0_cheap+hi,hg,0.5279873750347138,0.5661477788880831,0.7801111111111111,0.44,0.1443486742741188,0.5602222222222222,0.5585287415160233,869,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P0_cheap+H,hg,0.5476340787104212,0.5814986407250952,0.7861111111111111,0.445,0.13948895677828793,0.5722222222222221,0.5733769956684198,1637,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r2,hg,0.4007214550311242,0.48354061703287254,0.7576666666666667,0.41,0.1705351013368527,0.5153333333333332,0.5312185527438704,872,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r4,hg,0.40091035319383517,0.48068673494229275,0.7592222222222222,0.39666666666666667,0.17126312731322704,0.5184444444444444,0.4986467729992061,1384,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r8,hg,0.18797253525914515,0.36854737337815147,0.7332222222222222,0.38333333333333336,0.20196190511863035,0.46644444444444444,0.42146695196154627,2408,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r16,hg,-0.09357947850850512,0.16761106376223966,0.7178888888888889,0.385,0.20739585235098712,0.4357777777777778,0.21669066592844433,4456,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r32,hg,-1.377842633097638,-0.8242791163226255,0.6332222222222222,0.275,0.29144137619259064,0.2664444444444445,-0.34856192111657736,8552,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r64,hg,-6.0396456596419075,-4.563015217865963,0.5685555555555556,0.20166666666666666,0.3686997061987012,0.13711111111111107,-3.8784844642440204,16744,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_best,hg,0.4007214550311242,0.48354061703287254,0.7576666666666667,0.41,0.1705351013368527,0.5153333333333332,0.5312185527438704,872,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2_bilinear_r1,hg,0.48708099770110824,0.5420267363511524,0.7758888888888889,0.4483333333333333,0.1519563888750004,0.5517777777777777,0.5381342816317143,616,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_kron_d16,hg,0.5286681333319305,0.5698314418072367,0.7825555555555556,0.4266666666666667,0.14683825904926953,0.565111111111111,0.5592244046745823,389,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_kroneOnly_d16,hg,0.5149654056954487,0.5654901571815474,0.7804444444444445,0.41833333333333333,0.15355190335653213,0.5608888888888889,0.5551357662767515,357,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_additive_d16,hg,0.5568995864238269,0.5804505107664151,0.7893333333333333,0.4633333333333333,0.14173690597270994,0.5786666666666666,0.5694846875106523,133,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_kron_wc_d16,hg,,0.5608588623016075,0.7838888888888889,0.42833333333333334,0.15926906562275658,0.5677777777777777,0.5505487047366795,389,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_additive_wc_d16,hg,,0.5645107568130839,0.7892222222222223,0.44166666666666665,0.15282878613389095,0.5784444444444443,0.5560521687598706,133,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_kron_d32,hg,0.5184622296160879,0.5671408324884122,0.7822222222222223,0.425,0.15143735529673327,0.5644444444444444,0.5595863790760587,1189,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_kroneOnly_d32,hg,0.5106001087371955,0.5650456080132554,0.7817777777777778,0.4266666666666667,0.15238576266799608,0.5635555555555556,0.55712498567203,1125,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_additive_d32,hg,0.5548729481590708,0.5810573422990213,0.7895555555555556,0.45166666666666666,0.14184701752618256,0.579111111111111,0.5696658369274404,165,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_kron_wc_d32,hg,,0.5600545372577246,0.7832222222222223,0.4216666666666667,0.15519470254828238,0.5664444444444444,0.5510535576161644,1189,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P2k_additive_wc_d32,hg,,0.5655922933013544,0.7898888888888889,0.4483333333333333,0.15085007890347382,0.5797777777777777,0.5559443034722622,165,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P3_film,hg,0.3832329786770652,0.46928102258953985,0.7548888888888889,0.4033333333333333,0.16789607900071593,0.5097777777777778,0.4792622280373209,25255,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P4_relmlp_w128,hg,0.43517303499365867,0.47327157279599386,0.7551111111111111,0.41333333333333333,0.17213535000302738,0.5102222222222222,0.48921168472417864,94977,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P4_relmlp_w512,hg,0.4473194429285684,0.5007790230516687,0.7634444444444445,0.4266666666666667,0.1684633228991862,0.5268888888888889,0.499377672243425,379905,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P4_cheaponly_mlp,hg,0.5160207928036877,0.5666886317465598,0.7768888888888889,0.42333333333333334,0.1556488050974627,0.5537777777777777,0.5620894942870345,52225,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_g0.1,hg,0.524830312104497,0.5537561952026024,0.7723333333333333,0.435,0.16075768979558316,0.5446666666666666,0.5501125217085323,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_cheaponly_g0.1,hg,0.5124329434456318,0.5534966842588962,0.7777777777777778,0.43,0.1541146711390958,0.5555555555555555,0.5440919513233471,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_g1,hg,0.4425704388091177,0.4503946976404778,0.7436666666666667,0.38166666666666665,0.1945285611224846,0.4873333333333333,0.46248867549154304,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_cheaponly_g1,hg,0.4715620887555567,0.5027810258548586,0.7583333333333333,0.42,0.16262726253182766,0.5166666666666667,0.508182482927134,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_g10,hg,-0.0035424606840270823,-7.8338606781303e-05,0.49777777777777776,0.15666666666666668,0.47064988042518296,-0.004444444444444444,1.9009528693603173e-05,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_rff_cheaponly_g10,hg,0.003961559414905835,0.011363239221250154,0.5293333333333333,0.18166666666666667,0.42697027125563003,0.05866666666666667,0.023028592422593697,1025,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_poly2,hg,0.48362915047947386,0.5189729832317745,0.7535555555555555,0.38,0.18378102925772685,0.5071111111111111,0.5335814690340608,11175,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P5_poly2_cheaponly,hg,0.49893534492004665,0.5279216343535813,0.7628888888888888,0.41333333333333333,0.1655145249064625,0.5257777777777778,0.5340729495614938,5151,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P6_boost,hg,0.5476717088051148,0.5735520970666821,0.7843333333333333,0.4216666666666667,0.15987425040040273,0.5686666666666665,0.5668010981530546,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P6_boost_cheaponly,hg,0.5222140602537966,0.5630281578694545,0.7771111111111111,0.415,0.16527607281469933,0.5542222222222222,0.551144201145028,-1,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7k_pair_kron_d32,hg,0.014139078845410324,0.040177037792951675,0.5757777777777778,0.22166666666666668,0.3526670015699987,0.15155555555555555,0.04477252422384792,1057,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7k_pair_hi_d32,hg,0.020943457148496436,0.0844103987682786,0.6342222222222222,0.28,0.271821782021052,0.26844444444444443,0.08664971261908283,33,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
MDLM_anc,A_pertok,0,within_r2,11,P7_pair_hi,hg,0.03406633136826687,0.10392869727393594,0.6385555555555555,0.27666666666666667,0.27837852152462506,0.2771111111111111,0.11051735131113594,129,2026-08-31,R1_exploratory,rescue_audit/results/R1deep_MDLM_anc_A_pertok_L11.json
